Time,Vertical Force (single leg)
18717.11815,26.838303
18717.12648,18.598557
18717.13481,17.530441
18717.14315,71.85173
18717.15148,199.872971
18717.15981,457.593933
18717.16815,580.274597
18717.17648,580.274597
18717.18481,628.644958
18717.19315,720.960632
18717.20148,783.216492
18717.20981,743.696228
18717.21815,743.696228
18717.22648,785.657898
18717.23481,892.469421
18717.24315,936.414734
18717.25148,999.128357
18717.25981,1023.695007
18717.26815,1019.575134
18717.27648,1019.575134
18717.28481,1000.196472
18717.29315,975.477234
18717.30148,894.910828
18717.30981,847.455994
18717.31815,802.595154
18717.32648,802.595154
18717.33481,738.966003
18717.34315,693.799988
18717.35148,645.88739
18717.35981,596.143738
18717.36815,549.909607
18717.37648,549.909607
18717.38481,508.100525
18717.39315,479.566589
18717.40148,448.591248
18717.40981,443.861023
18717.41815,443.861023
18717.42648,426.160828
18717.43481,414.716736
18717.44315,429.517761
18717.45148,432.111755
18717.45981,450.269714
18717.46815,450.269714
18717.47648,473.00531
18717.48481,497.877136
18717.49315,552.351013
18717.50148,586.072937
18717.50981,652.296082
18717.51815,652.296082
18717.52648,695.325867
18717.53481,751.020447
18717.54315,810.987488
18717.55148,860.273376
18717.55981,895.063416
18717.56815,944.349304
18717.57648,944.349304
18717.58481,966.32196
18717.59315,996.381775
18717.60148,979.139343
18717.60981,973.493591
18717.61815,973.493591
18717.62648,913.221375
18717.63481,871.107117
18717.64315,760.786072
18717.65148,601.78949
18717.65981,487.195984
18717.66815,366.498962
18717.67648,366.498962
18717.68481,227.338791
18717.69315,125.562668
18717.70148,76.887131
18717.70981,93.366623
18717.71815,64.069748
18717.72648,21.650314
18717.73481,21.650314
18717.74315,7.154465
18717.75148,37.977219
18717.75981,26.685715
18717.76815,25.007248
18717.77648,26.075363
18717.78481,26.075363
18717.79315,26.685715
18717.80148,14.783859
18717.80981,20.429611
18717.81815,20.429611
18717.82648,26.838303
18717.83481,26.838303
18717.84315,11.732101
18717.85148,18.293381
18717.85981,19.514084
18717.86815,21.497726
18717.87648,18.903732
18717.88481,18.903732
18717.89315,16.92009
18717.90148,25.922775
18717.90981,27.601242
18717.91815,27.601242
18717.92648,16.92009
18717.93481,16.92009
18717.94315,10.35881
18717.95148,8.680344
18717.95981,18.751144
18717.96815,6.391525
18717.97648,6.391525
18717.98481,27.906418
18717.99315,12.952805
18718.00148,8.22258
18718.00981,9.138107
18718.01815,17.988205
18718.02648,17.988205
18718.03481,30.653
18718.04315,4.255295
18718.05148,2.271652
18718.05981,14.326096
18718.06815,24.702072
18718.07648,24.702072
18718.08481,10.816574
18718.09315,37.824631
18718.10148,157.148361
18718.10981,312.177673
18718.11815,347.88324
18718.12648,347.88324
18718.13481,387.556091
18718.14315,492.53656
18718.15148,589.582458
18718.15981,637.800232
18718.16815,656.72113
18718.17648,656.72113
18718.18481,719.587341
18718.19315,772.840515
18718.20148,804.578796
18718.20981,855.543152
18718.21815,906.965271
18718.22648,906.965271
18718.23481,935.194031
18718.24315,935.95697
18718.25148,910.169617
18718.25981,897.962585
18718.26815,897.962585
18718.27648,861.951843
18718.28481,808.851257
18718.29315,761.549011
18718.30148,728.895203
18718.30981,690.443054
18718.31815,690.443054
18718.32648,650.465027
18718.33481,616.895691
18718.34315,612.165466
18718.35148,566.541687
18718.35981,558.607117
18718.36815,558.607117
18718.37648,553.266541
18718.38481,553.266541
18718.39315,533.735291
18718.40148,552.198425
18718.40981,548.688904
18718.41815,548.688904
18718.42648,586.072937
18718.43481,570.508972
18718.44315,587.751404
18718.45148,605.604187
18718.45981,610.487
18718.46815,645.124451
18718.47648,645.124451
18718.48481,683.576599
18718.49315,700.361267
18718.50148,714.399353
18718.50981,727.827087
18718.51815,727.827087
18718.52648,742.933289
18718.53481,753.461853
18718.54315,747.816101
18718.55148,779.70697
18718.55981,783.674255
18718.56815,779.859558
18718.57648,781.232849
18718.58481,781.232849
18718.59315,806.104675
18718.60148,836.16449
18718.60981,867.750183
18718.61815,867.750183
18718.62648,873.853699
18718.63481,873.853699
18718.64315,872.175232
18718.65148,885.297791
18718.65981,849.287048
18718.66815,814.802185
18718.67648,814.802185
18718.68481,775.129333
18718.69315,719.739929
18718.70148,639.478699
18718.70981,559.980408
18718.71815,447.370544
18718.72648,447.370544
18718.73481,347.88324
18718.74315,257.551208
18718.75148,171.644211
18718.75981,112.440109
18718.76815,112.440109
18718.77648,75.208664
18718.78481,61.475754
18718.79315,40.266037
18718.80148,36.146164
18718.80981,34.162521
18718.81815,34.162521
18718.82648,19.05632
18718.83481,16.004562
18718.84315,5.781174
18718.85148,33.246994
18718.85981,16.462326
18718.86815,23.481369
18718.87648,23.481369
18718.88481,7.917404
18718.89315,21.650314
18718.90148,5.781174
18718.90981,27.601242
18718.91815,13.715744
18718.92648,13.715744
18718.93481,24.549484
18718.94315,12.189865
18718.95148,25.922775
18718.95981,12.800217
18718.96815,23.481369
18718.97648,3.339768
18718.98481,3.339768
18718.99315,15.851974
18719.00148,15.699387
18719.00981,23.481369
18719.01815,23.481369
18719.02648,7.001877
18719.03481,12.647629
18719.04315,22.871017
18719.05148,7.459641
18719.05981,18.751144
18719.06815,18.751144
18719.07648,12.037277
18719.08481,19.361496
18719.09315,20.887375
18719.10148,14.326096
18719.10981,9.138107
18719.11815,15.241623
18719.12648,15.241623
18719.13481,22.413254
18719.14315,3.18718
18719.15148,18.445969
18719.15981,17.530441
18719.16815,17.530441
18719.17648,4.102707
18719.18481,12.495041
18719.19315,7.001877
18719.20148,21.650314
18719.20981,28.211594
18719.21815,130.292892
18719.22648,130.292892
18719.23481,226.270676
18719.24315,269.75824
18719.25148,307.142273
18719.25981,405.408875
18719.26815,487.195984
18719.27648,487.195984
18719.28481,542.280212
18719.29315,557.691589
18719.30148,589.124695
18719.30981,630.476013
18719.31815,696.54657
18719.32648,696.54657
18719.33481,759.717957
18719.34315,819.53241
18719.35148,870.191589
18719.35981,914.594666
18719.36815,902.540222
18719.37648,902.540222
18719.38481,902.082458
18719.39315,924.970642
18719.40148,908.948914
18719.40981,886.213318
18719.41815,869.123474
18719.42648,869.123474
18719.43481,822.736755
18719.44315,809.461609
18719.45148,769.636169
18719.45981,753.767029
18719.46815,715.009705
18719.47648,715.009705
18719.48481,684.492126
18719.49315,657.636658
18719.50148,650.007263
18719.50981,633.680359
18719.51815,619.031921
18719.52648,619.031921
18719.53481,609.266296
18719.54315,601.636902
18719.55148,602.399841
18719.55981,609.72406
18719.56815,609.72406
18719.57648,605.909363
18719.58481,605.909363
18719.59315,622.694031
18719.60148,629.407898
18719.60981,634.748474
18719.61815,634.748474
18719.62648,636.579529
18719.63481,660.688416
18719.64315,670.454041
18719.65148,668.31781
18719.65981,683.424011
18719.66815,683.424011
18719.67648,702.34491
18719.68481,715.31488
18719.69315,711.347595
18719.70148,717.298523
18719.70981,744.764343
18719.71815,759.412781
18719.72648,759.412781
18719.73481,770.856873
18719.74315,785.047546
18719.75148,796.949402
18719.75981,813.276306
18719.76815,807.630554
18719.77648,807.630554
18719.78481,811.292664
18719.79315,826.856628
18719.80148,805.952087
18719.80981,795.881287
18719.81815,785.657898
18719.82648,758.497253
18719.83481,758.497253
18719.84315,718.366638
18719.85148,671.369568
18719.85981,607.58783
18719.86815,538.770691
18719.87648,457.136169
18719.88481,457.136169
18719.89315,374.891296
18719.90148,277.845398
18719.90981,225.9655
18719.91815,155.469894
18719.92648,155.469894
18719.93481,98.859787
18719.94315,73.072433
18719.95148,57.966232
18719.95981,52.32048
18719.96815,39.808273
18719.97648,39.808273
18719.98481,25.617599
18719.99315,24.702072
18720.00148,16.309738
18720.00981,22.871017
18720.01815,25.770187
18720.02648,25.770187
18720.03481,17.225266
18720.04315,13.868332
18720.05148,17.377853
18720.05981,21.192551
18720.06815,25.007248
18720.07648,25.007248
18720.08481,8.680344
18720.09315,14.02092
18720.10148,21.192551
18720.10981,22.413254
18720.11815,23.633957
18720.12648,23.633957
18720.13481,17.225266
18720.14315,17.683029
18720.15148,17.683029
18720.15981,14.173508
18720.16815,18.903732
18720.17648,18.903732
18720.18481,9.748459
18720.19315,8.375168
18720.20148,20.582199
18720.20981,21.345139
18720.21815,15.241623
18720.22648,15.241623
18720.23481,25.007248
18720.24315,10.511398
18720.25148,11.274338
18720.25981,22.71843
18720.26815,22.71843
18720.27648,7.764816
18720.28481,13.410568
18720.29315,9.748459
18720.30148,12.495041
18720.30981,23.023605
18720.31815,23.023605
18720.32648,10.053635
18720.33481,10.053635
18720.34315,25.617599
18720.35148,25.617599
18720.35981,54.609299
18720.36815,54.609299
18720.37648,103.742599
18720.38481,227.033615
18720.39315,310.95697
18720.40148,345.441833
18720.40981,423.261658
18720.41815,478.04071
18720.42648,532.056824
18720.43481,532.056824
18720.44315,556.318298
18720.45148,568.52533
18720.45981,596.296326
18720.46815,642.835632
18720.47648,642.835632
18720.48481,695.78363
18720.49315,761.243835
18720.50148,810.8349
18720.50981,844.709412
18720.51815,844.709412
18720.52648,852.79657
18720.53481,869.733826
18720.54315,877.515808
18720.55148,870.344177
18720.55981,837.080017
18720.56815,837.080017
18720.57648,822.278992
18720.58481,822.278992
18720.59315,800.764099
18720.60148,774.976746
18720.60981,753.004089
18720.61815,753.004089
18720.62648,708.14325
18720.63481,708.14325
18720.64315,685.255066
18720.65148,671.674744
18720.65981,662.51947
18720.66815,640.85199
18720.67648,640.85199
18720.68481,642.377869
18720.69315,641.462341
18720.70148,627.424255
18720.70981,630.628601
18720.71815,630.628601
18720.72648,623.609558
18720.73481,623.609558
18720.74315,632.15448
18720.75148,620.252625
18720.75981,625.135437
18720.76815,625.135437
18720.77648,632.307068
18720.78481,632.307068
18720.79315,647.718445
18720.80148,655.347839
18720.80981,670.759216
18720.81815,708.448425
18720.82648,708.448425
18720.83481,730.573669
18720.84315,738.203064
18720.85148,760.023132
18720.85981,773.298279
18720.86815,773.298279
18720.87648,780.012146
18720.88481,793.592468
18720.89315,797.10199
18720.90148,809.309021
18720.90981,826.398865
18720.91815,826.398865
18720.92648,823.499695
18720.93481,835.40155
18720.94315,835.554138
18720.95148,831.129089
18720.95981,853.254333
18720.96815,853.254333
18720.97648,839.216248
18720.98481,816.785828
18720.99315,794.507996
18721.00148,756.361023
18721.00981,713.789001
18721.01815,713.789001
18721.02648,651.533142
18721.03481,593.09198
18721.04315,506.26947
18721.05148,413.038269
18721.05981,318.738953
18721.06815,246.717453
18721.07648,246.717453
18721.08481,183.393478
18721.09315,122.053146
18721.10148,84.211349
18721.10981,70.631027
18721.11815,49.573898
18721.12648,49.573898
18721.13481,42.24968
18721.14315,36.756516
18721.15148,32.78923
18721.15981,26.685715
18721.16815,26.685715
18721.17648,14.02092
18721.18481,11.579514
18721.19315,30.805588
18721.20148,22.108078
18721.20981,20.887375
18721.21815,20.887375
18721.22648,16.614914
18721.23481,16.614914
18721.24315,9.138107
18721.25148,22.413254
18721.25981,15.546799
18721.26815,21.345139
18721.27648,21.345139
18721.28481,12.952805
18721.29315,15.546799
18721.30148,23.176193
18721.30981,22.108078
18721.31815,22.108078
18721.32648,16.92009
18721.33481,23.786545
18721.34315,14.173508
18721.35148,16.462326
18721.35981,18.751144
18721.36815,18.903732
18721.37648,2.576828
18721.38481,2.576828
18721.39315,0.898361
18721.40148,7.459641
18721.40981,23.328781
18721.41815,14.173508
18721.42648,14.173508
18721.43481,25.770187
18721.44315,6.696701
18721.45148,23.939133
18721.45981,25.007248
18721.46815,16.309738
18721.47648,19.971848
18721.48481,19.971848
18721.49315,24.091721
18721.50148,8.22258
18721.50981,17.072678
18721.51815,7.459641
18721.52648,7.459641
18721.53481,5.475998
18721.54315,11.579514
18721.55148,28.669357
18721.55981,44.538498
18721.56815,123.579025
18721.57648,189.344406
18721.58481,189.344406
18721.59315,225.660324
18721.60148,274.183289
18721.60981,343.915955
18721.61815,399.763123
18721.62648,399.763123
18721.63481,471.937195
18721.64315,508.253113
18721.65148,543.806091
18721.65981,588.05658
18721.66815,643.598572
18721.67648,643.598572
18721.68481,709.821716
18721.69315,764.295593
18721.70148,818.006531
18721.70981,857.984558
18721.71815,878.583923
18721.72648,878.583923
18721.73481,894.147888
18721.74315,897.047058
18721.75148,894.75824
18721.75981,886.06073
18721.76815,861.49408
18721.77648,861.49408
18721.78481,840.742126
18721.79315,828.535095
18721.80148,799.543396
18721.80981,781.843201
18721.81815,765.363708
18721.82648,765.363708
18721.83481,745.832458
18721.84315,715.772644
18721.85148,705.24408
18721.85981,685.71283
18721.86815,685.71283
18721.87648,666.18158
18721.88481,655.653015
18721.89315,647.413269
18721.90148,643.140808
18721.90981,635.358826
18721.91815,640.699402
18721.92648,625.288025
18721.93481,625.288025
18721.94315,634.443298
18721.95148,640.08905
18721.95981,631.086365
18721.96815,633.527771
18721.97648,633.527771
18721.98481,643.598572
18721.99315,646.955505
18722.00148,655.500427
18722.00981,663.892761
18722.01815,663.892761
18722.02648,673.963562
18722.03481,673.963562
18722.04315,699.293152
18722.05148,694.562927
18722.05981,718.21405
18722.06815,718.21405
18722.07648,731.794373
18722.08481,754.37738
18722.09315,768.110291
18722.10148,785.810486
18722.10981,804.578796
18722.11815,829.450623
18722.12648,829.450623
18722.13481,824.720398
18722.14315,838.453308
18722.15148,842.573181
18722.15981,847.761169
18722.16815,853.101746
18722.17648,846.540466
18722.18481,846.540466
18722.19315,828.687683
18722.20148,805.03656
18722.20981,773.756042
18722.21815,732.099548
18722.22648,682.81366
18722.23481,682.81366
18722.24315,639.783875
18722.25148,571.4245
18722.25981,489.179626
18722.26815,416.242615
18722.27648,321.332947
18722.28481,321.332947
18722.29315,250.53215
18722.30148,188.123703
18722.30981,126.935959
18722.31815,88.941574
18722.32648,88.941574
18722.33481,69.105148
18722.34315,58.88176
18722.35148,51.557541
18722.35981,39.197922
18722.36815,37.214279
18722.37648,18.140793
18722.38481,18.140793
18722.39315,22.71843
18722.40148,26.838303
18722.40981,26.990891
18722.41815,23.633957
18722.42648,23.633957
18722.43481,24.549484
18722.44315,19.666672
18722.45148,17.530441
18722.45981,12.189865
18722.46815,12.189865
18722.47648,23.786545
18722.48481,16.15715
18722.49315,6.391525
18722.50148,21.345139
18722.50981,13.410568
18722.51815,19.05632
18722.52648,19.05632
18722.53481,18.903732
18722.54315,22.871017
18722.55148,11.884689
18722.55981,20.734787
18722.56815,22.413254
18722.57648,22.413254
18722.58481,16.004562
18722.59315,14.783859
18722.60148,16.15715
18722.60981,20.887375
18722.61815,14.478683
18722.62648,14.478683
18722.63481,18.751144
18722.64315,20.429611
18722.65148,14.478683
18722.65981,17.835617
18722.66815,20.734787
18722.67648,20.734787
18722.68481,17.683029
18722.69315,15.699387
18722.70148,12.495041
18722.70981,16.309738
18722.71815,16.309738
18722.72648,17.072678
18722.73481,8.832932
18722.74315,18.140793
18722.75148,11.12175
18722.75981,38.434982
18722.76815,38.434982
18722.77648,119.61174
18722.78481,195.905685
18722.79315,199.720383
18722.80148,243.055344
18722.80981,333.234802
18722.81815,416.395203
18722.82648,416.395203
18722.83481,532.209412
18722.84315,603.620544
18722.85148,636.274353
18722.85981,653.82196
18722.86815,653.82196
18722.87648,660.230652
18722.88481,717.298523
18722.89315,756.208435
18722.90148,803.205505
18722.90981,831.739441
18722.91815,867.902771
18722.92648,867.902771
18722.93481,860.120789
18722.94315,858.747498
18722.95148,845.319763
18722.95981,832.197205
18722.96815,832.197205
18722.97648,789.930359
18722.98481,789.930359
18722.99315,763.83783
18723.00148,739.728943
18723.00981,717.298523
18723.01815,707.075134
18723.02648,688.306824
18723.03481,688.306824
18723.04315,671.827332
18723.05148,661.756531
18723.05981,671.522156
18723.06815,660.688416
18723.07648,655.195251
18723.08481,655.195251
18723.09315,659.925476
18723.10148,660.078064
18723.10981,651.533142
18723.11815,659.315125
18723.12648,664.045349
18723.13481,664.045349
18723.14315,663.129822
18723.15148,660.535828
18723.15981,670.301453
18723.16815,670.911804
18723.17648,669.385925
18723.18481,669.385925
18723.19315,677.473083
18723.20148,695.020691
18723.20981,693.6474
18723.21815,702.34491
18723.22648,702.34491
18723.23481,716.993347
18723.24315,733.167664
18723.25148,743.238464
18723.25981,759.412781
18723.26815,776.655212
18723.27648,776.655212
18723.28481,777.875916
18723.29315,804.731384
18723.30148,805.7995
18723.30981,818.464294
18723.31815,824.415222
18723.32648,824.415222
18723.33481,844.251648
18723.34315,838.911072
18723.35148,821.821228
18723.35981,802.289978
18723.36815,786.878601
18723.37648,786.878601
18723.38481,755.292908
18723.39315,724.77533
18723.40148,667.249695
18723.40981,617.200867
18723.41815,556.776062
18723.42648,556.776062
18723.43481,476.057068
18723.44315,390.913025
18723.45148,297.376648
18723.45981,214.063644
18723.46815,146.009445
18723.47648,114.271164
18723.48481,114.271164
18723.49315,80.091476
18723.50148,69.7155
18723.50981,46.064377
18723.51815,46.369553
18723.52648,46.369553
18723.53481,40.418625
18723.54315,26.990891
18723.55148,15.546799
18723.55981,27.75383
18723.56815,27.75383
18723.57648,18.903732
18723.58481,14.173508
18723.59315,29.432297
18723.60148,22.108078
18723.60981,16.309738
18723.61815,10.053635
18723.62648,10.053635
18723.63481,22.71843
18723.64315,19.971848
18723.65148,24.244308
18723.65981,5.32341
18723.66815,26.227951
18723.67648,13.410568
18723.68481,13.410568
18723.69315,26.990891
18723.70148,7.917404
18723.70981,24.549484
18723.71815,7.612228
18723.72648,7.612228
18723.73481,9.290695
18723.74315,13.868332
18723.75148,19.666672
18723.75981,14.02092
18723.76815,14.02092
18723.77648,14.936447
18723.78481,15.546799
18723.79315,16.309738
18723.80148,16.92009
18723.80981,16.767502
18723.81815,24.396896
18723.82648,24.396896
18723.83481,19.971848
18723.84315,16.15715
18723.85148,14.783859
18723.85981,22.565842
18723.86815,19.514084
18723.87648,19.514084
18723.88481,14.631271
18723.89315,14.02092
18723.90148,26.533127
18723.90981,26.533127
18723.91815,16.614914
18723.92648,14.936447
18723.93481,14.936447
18723.94315,23.939133
18723.95148,9.443283
18723.95981,20.124435
18723.96815,30.500412
18723.97648,30.500412
18723.98481,88.941574
18723.99315,130.44548
18724.00148,169.050217
18724.00981,191.9384
18724.01815,254.19426
18724.02648,319.349304
18724.03481,319.349304
18724.04315,401.136414
18724.05148,478.345886
18724.05981,551.435486
18724.06815,587.141052
18724.07648,635.511414
18724.08481,635.511414
18724.09315,667.097107
18724.10148,699.750916
18724.10981,765.97406
18724.11815,765.97406
18724.12648,796.796814
18724.13481,849.439636
18724.14315,865.461365
18724.15148,888.807312
18724.15981,870.801941
18724.16815,870.801941
18724.17648,870.801941
18724.18481,833.26532
18724.19315,830.36615
18724.20148,789.625183
18724.20981,773.145691
18724.21815,731.94696
18724.22648,731.94696
18724.23481,720.045105
18724.24315,688.459412
18724.25148,687.696472
18724.25981,641.157166
18724.26815,641.157166
18724.27648,647.413269
18724.28481,642.225281
18724.29315,653.059021
18724.30148,645.429626
18724.30981,657.48407
18724.31815,657.48407
18724.32648,654.432312
18724.33481,654.432312
18724.34315,660.38324
18724.35148,666.791931
18724.35981,670.606628
18724.36815,670.606628
18724.37648,677.01532
18724.38481,675.336853
18724.39315,699.598328
18724.40148,694.257751
18724.40981,690.900818
18724.41815,690.900818
18724.42648,698.835388
18724.43481,714.246765
18724.44315,713.17865
18724.45148,724.01239
18724.45981,732.252136
18724.46815,732.252136
18724.47648,753.309265
18724.48481,753.309265
18724.49315,746.44281
18724.50148,762.311951
18724.50981,767.652527
18724.51815,765.97406
18724.52648,765.97406
18724.53481,763.990417
18724.54315,775.587097
18724.55148,775.587097
18724.55981,788.40448
18724.56815,788.40448
18724.57648,790.235535
18724.58481,789.625183
18724.59315,754.987732
18724.60148,739.118591
18724.60981,689.527527
18724.61815,668.775574
18724.62648,668.775574
18724.63481,606.214539
18724.64315,552.198425
18724.65148,467.664734
18724.65981,400.373474
18724.66815,307.294861
18724.67648,307.294861
18724.68481,229.475021
18724.69315,143.568039
18724.70148,118.543625
18724.70981,72.462082
18724.71815,61.01799
18724.72648,48.963547
18724.73481,48.963547
18724.74315,55.830002
18724.75148,33.246994
18724.75981,31.263351
18724.76815,31.263351
18724.77648,13.715744
18724.78481,28.364182
18724.79315,17.225266
18724.80148,19.971848
18724.80981,17.835617
18724.81815,27.296066
18724.82648,14.783859
18724.83481,14.783859
18724.84315,25.922775
18724.85148,12.647629
18724.85981,32.941818
18724.86815,32.941818
18724.87648,12.037277
18724.88481,20.734787
18724.89315,14.02092
18724.90148,22.565842
18724.90981,10.206223
18724.91815,22.260666
18724.92648,22.260666
18724.93481,16.309738
18724.94315,23.023605
18724.95148,15.546799
18724.95981,29.584885
18724.96815,10.35881
18724.97648,10.35881
18724.98481,30.958176
18724.99315,6.238937
18725.00148,15.546799
18725.00981,8.985519
18725.01815,18.903732
18725.02648,18.903732
18725.03481,12.037277
18725.04315,15.699387
18725.05148,14.936447
18725.05981,17.988205
18725.06815,18.598557
18725.07648,18.598557
18725.08481,16.767502
18725.09315,13.105392
18725.10148,25.770187
18725.10981,5.781174
18725.11815,16.767502
18725.12648,16.767502
18725.13481,15.394211
18725.14315,19.361496
18725.15148,15.241623
18725.15981,15.394211
18725.16815,16.15715
18725.17648,16.15715
18725.18481,30.500412
18725.19315,30.653
18725.20148,49.268723
18725.20981,49.268723
18725.21815,69.868088
18725.22648,128.30925
18725.23481,192.853928
18725.24315,213.148117
18725.25148,261.671082
18725.25981,313.703552
18725.26815,361.158386
18725.27648,361.158386
18725.28481,413.038269
18725.29315,444.623962
18725.30148,453.931824
18725.30981,480.176941
18725.31815,480.176941
18725.32648,511.762634
18725.33481,568.830505
18725.34315,620.862976
18725.35148,670.301453
18725.35981,719.739929
18725.36815,719.739929
18725.37648,781.385437
18725.38481,781.385437
18725.39315,801.221863
18725.40148,809.919373
18725.40981,807.630554
18725.41815,813.123718
18725.42648,813.123718
18725.43481,803.968445
18725.44315,800.00116
18725.45148,790.845886
18725.45981,780.622498
18725.46815,780.622498
18725.47648,761.243835
18725.48481,746.900574
18725.49315,732.404724
18725.50148,710.432068
18725.50981,703.718201
18725.51815,697.767273
18725.52648,697.767273
18725.53481,701.276794
18725.54315,690.900818
18725.55148,696.54657
18725.55981,683.729187
18725.56815,683.729187
18725.57648,681.287781
18725.58481,681.287781
18725.59315,696.241394
18725.60148,701.276794
18725.60981,696.851746
18725.61815,693.952576
18725.62648,693.952576
18725.63481,702.039734
18725.64315,709.058777
18725.65148,714.094177
18725.65981,710.584656
18725.66815,710.584656
18725.67648,721.418396
18725.68481,721.418396
18725.69315,733.778015
18725.70148,732.099548
18725.70981,741.40741
18725.71815,741.40741
18725.72648,743.54364
18725.73481,743.54364
18725.74315,737.134949
18725.75148,754.072205
18725.75981,754.37738
18725.76815,763.685242
18725.77648,763.685242
18725.78481,771.467224
18725.79315,793.897644
18725.80148,788.40448
18725.80981,792.524353
18725.81815,766.584412
18725.82648,766.584412
18725.83481,769.483582
18725.84315,733.472839
18725.85148,712.873474
18725.85981,676.404968
18725.86815,639.783875
18725.87648,639.783875
18725.88481,582.563416
18725.89315,517.10321
18725.90148,439.435974
18725.90981,376.722351
18725.91815,274.335876
18725.92648,274.335876
18725.93481,207.807541
18725.94315,144.330978
18725.95148,118.391037
18725.95981,67.274094
18725.96815,67.274094
18725.97648,67.426682
18725.98481,43.012619
18725.99315,55.98259
18726.00148,18.903732
18726.00981,36.146164
18726.01815,8.985519
18726.02648,8.985519
18726.03481,30.042648
18726.04315,14.02092
18726.05148,23.023605
18726.05981,14.326096
18726.06815,22.565842
18726.07648,22.565842
18726.08481,13.563156
18726.09315,19.361496
18726.10148,12.037277
18726.10981,13.25798
18726.11815,33.857346
18726.12648,33.857346
18726.13481,9.138107
18726.14315,29.89006
18726.15148,10.969162
18726.15981,28.516769
18726.16815,12.189865
18726.17648,21.497726
18726.18481,21.497726
18726.19315,13.25798
18726.20148,29.89006
18726.20981,16.92009
18726.21815,16.92009
18726.22648,20.124435
18726.23481,20.429611
18726.24315,12.800217
18726.25148,22.565842
18726.25981,7.154465
18726.26815,7.154465
18726.27648,27.296066
18726.28481,8.680344
18726.29315,24.244308
18726.30148,20.887375
18726.30981,21.345139
18726.31815,21.345139
18726.32648,14.326096
18726.33481,28.821945
18726.34315,9.748459
18726.35148,17.683029
18726.35981,15.851974
18726.36815,15.851974
18726.37648,28.669357
18726.38481,28.669357
18726.39315,40.571213
18726.40148,45.911789
18726.40981,61.628342
18726.41815,61.628342
18726.42648,126.935959
18726.43481,176.06926
18726.44315,199.415207
18726.45148,215.13176
18726.45981,272.504822
18726.46815,272.504822
18726.47648,412.885681
18726.48481,412.885681
18726.49315,429.975525
18726.50148,425.397888
18726.50981,425.397888
18726.51815,442.945496
18726.52648,500.013367
18726.53481,500.013367
18726.54315,523.206726
18726.55148,563.489929
18726.55981,608.045593
18726.56815,650.465027
18726.57648,688.154236
18726.58481,688.154236
18726.59315,726.91156
18726.60148,744.30658
18726.60981,762.311951
18726.61815,771.00946
18726.62648,793.745056
18726.63481,793.745056
18726.64315,799.085632
18726.65148,789.167419
18726.65981,784.284607
18726.66815,782.300964
18726.67648,769.941345
18726.68481,769.941345
18726.69315,759.107605
18726.70148,741.40741
18726.70981,724.01239
18726.71815,717.603699
18726.72648,717.603699
18726.73481,717.451111
18726.74315,702.955261
18726.75148,705.854431
18726.75981,702.650085
18726.76815,692.121521
18726.77648,692.121521
18726.78481,700.666443
18726.79315,699.140564
18726.80148,700.819031
18726.80981,706.464783
18726.81815,721.87616
18726.82648,721.87616
18726.83481,732.7099
18726.84315,738.355652
18726.85148,732.099548
18726.85981,736.677185
18726.86815,736.677185
18726.87648,740.034119
18726.88481,744.153992
18726.89315,745.222107
18726.90148,748.579041
18726.90981,744.153992
18726.91815,747.968689
18726.92648,747.968689
18726.93481,753.309265
18726.94315,766.584412
18726.95148,771.619812
18726.95981,760.786072
18726.96815,764.295593
18726.97648,764.295593
18726.98481,775.434509
18726.99315,787.336365
18727.00148,789.777771
18727.00981,779.859558
18727.01815,778.791443
18727.02648,778.791443
18727.03481,783.979431
18727.04315,756.818787
18727.05148,743.696228
18727.05981,715.772644
18727.06815,715.772644
18727.07648,689.527527
18727.08481,643.293396
18727.09315,609.571472
18727.10148,546.400085
18727.10981,485.212341
18727.11815,485.212341
18727.12648,417.005554
18727.13481,336.133972
18727.14315,261.823669
18727.15148,210.096359
18727.15981,151.960373
18727.16815,151.960373
18727.17648,96.876144
18727.18481,65.443039
18727.19315,73.987961
18727.20148,72.919846
18727.20981,59.034348
18727.21815,47.895432
18727.22648,47.895432
18727.23481,38.434982
18727.24315,18.598557
18727.25148,4.102707
18727.25981,21.039963
18727.26815,15.089035
18727.27648,15.089035
18727.28481,19.361496
18727.29315,18.598557
18727.30148,26.533127
18727.30981,23.481369
18727.31815,17.225266
18727.32648,17.225266
18727.33481,14.783859
18727.34315,21.95549
18727.35148,18.140793
18727.35981,17.225266
18727.36815,14.783859
18727.37648,19.666672
18727.38481,19.666672
18727.39315,20.429611
18727.40148,23.176193
18727.40981,28.974533
18727.41815,15.546799
18727.42648,26.533127
18727.43481,26.533127
18727.44315,23.786545
18727.45148,20.429611
18727.45981,6.391525
18727.46815,32.941818
18727.47648,4.102707
18727.48481,4.102707
18727.49315,23.176193
18727.50148,8.22258
18727.50981,10.816574
18727.51815,5.018234
18727.52648,5.018234
18727.53481,13.25798
18727.54315,3.950119
18727.55148,19.971848
18727.55981,12.800217
18727.56815,11.732101
18727.57648,11.732101
18727.58481,26.380539
18727.59315,11.274338
18727.60148,15.394211
18727.60981,38.892746
18727.61815,31.873703
18727.62648,31.873703
18727.63481,50.947189
18727.64315,82.227707
18727.65148,131.055832
18727.65981,165.082932
18727.66815,165.082932
18727.67648,211.164474
18727.68481,211.164474
18727.69315,250.837326
18727.70148,315.382019
